category,term.ID,term.description,observed.gene.count,background.gene.count,strength,signal,false.discovery.rate,matching.proteins.in.your.network..IDs.,matching.proteins.in.your.network..labels.
GO Process,GO:0098609,Cell-cell adhesion,14,542,0.71,0.84,2.69E-05,"9606.ENSP00000234313,9606.ENSP00000249071,9606.ENSP00000264832,9606.ENSP00000264972,9606.ENSP00000358490,9606.ENSP00000364898,9606.ENSP00000375629,9606.ENSP00000380948,9606.ENSP00000391592,9606.ENSP00000398632,9606.ENSP00000398698,9606.ENSP00000411355,9606.ENSP00000496959,9606.ENSP00000498227","PLEK,RAC2,ICAM1,ZAP70,CD2,SYK,LILRB2,ITGB2,PTPN6,CD44,TNF,PTPRC,ITGAM,SELL"
GO Process,GO:0043123,Positive regulation of I-kappaB kinase/NF-kappaB signaling,9,191,0.97,1.02,2.72E-05,"9606.ENSP00000009530,9606.ENSP00000011653,9606.ENSP00000246657,9606.ENSP00000356694,9606.ENSP00000361359,9606.ENSP00000363089,9606.ENSP00000398698,9606.ENSP00000433138,9606.ENSP00000498321","CD74,CD4,CCR7,FASLG,CD40,TLR4,TNF,CASP1,MYD88"
GO Process,GO:0032102,Negative regulation of response to external stimulus,12,387,0.79,0.9,2.79E-05,"9606.ENSP00000226574,9606.ENSP00000357113,9606.ENSP00000361021,9606.ENSP00000363117,9606.ENSP00000364898,9606.ENSP00000365012,9606.ENSP00000379873,9606.ENSP00000398698,9606.ENSP00000399168,9606.ENSP00000403701,9606.ENSP00000411355,9606.ENSP00000428924","NFKB1,IFI16,PTEN,FGR,SYK,HCK,HLA-A,TNF,HLA-B,ARRB2,PTPRC,LYN"
GO Process,GO:0032653,Regulation of interleukin-10 production,6,60,1.29,1.16,3.44E-05,"9606.ENSP00000260010,9606.ENSP00000262629,9606.ENSP00000363089,9606.ENSP00000364898,9606.ENSP00000370343,9606.ENSP00000483570","TLR2,TYROBP,TLR4,SYK,IRF4,BTK"
GO Process,GO:0007229,Integrin-mediated signaling pathway,7,100,1.14,1.08,3.92E-05,"9606.ENSP00000234313,9606.ENSP00000363117,9606.ENSP00000364898,9606.ENSP00000365012,9606.ENSP00000380948,9606.ENSP00000472929,9606.ENSP00000496959","PLEK,FGR,SYK,HCK,ITGB2,VAV1,ITGAM"
GO Process,GO:0050921,Positive regulation of chemotaxis,8,147,1.03,1.03,3.98E-05,"9606.ENSP00000009530,9606.ENSP00000221930,9606.ENSP00000246657,9606.ENSP00000249071,9606.ENSP00000286301,9606.ENSP00000292301,9606.ENSP00000305651,9606.ENSP00000386884","CD74,TGFB1,CCR7,RAC2,CSF1R,CCR2,CXCL10,CXCR4"
GO Process,GO:0042267,Natural killer cell mediated cytotoxicity,5,33,1.47,1.19,4.33E-05,"9606.ENSP00000216341,9606.ENSP00000219150,9606.ENSP00000356946,9606.ENSP00000358490,9606.ENSP00000391592","GZMB,CORO1A,FCGR3A,CD2,PTPN6"
GO Process,GO:0051924,Regulation of calcium ion transport,10,266,0.87,0.93,4.47E-05,"9606.ENSP00000011653,9606.ENSP00000219150,9606.ENSP00000221930,9606.ENSP00000305651,9606.ENSP00000312999,9606.ENSP00000375629,9606.ENSP00000386884,9606.ENSP00000391592,9606.ENSP00000403701,9606.ENSP00000428924","CD4,CORO1A,TGFB1,CXCL10,GNAI2,LILRB2,CXCR4,PTPN6,ARRB2,LYN"
GO Process,GO:0032663,Regulation of interleukin-2 production,6,64,1.27,1.12,4.73E-05,"9606.ENSP00000011653,9606.ENSP00000292301,9606.ENSP00000294507,9606.ENSP00000332049,9606.ENSP00000370343,9606.ENSP00000411355","CD4,CCR2,LAPTM5,CD86,IRF4,PTPRC"
GO Process,GO:0035306,Positive regulation of dephosphorylation,6,64,1.27,1.12,4.73E-05,"9606.ENSP00000221930,9606.ENSP00000229135,9606.ENSP00000234313,9606.ENSP00000371067,9606.ENSP00000375629,9606.ENSP00000411355","TGFB1,IFNG,PLEK,JAK2,LILRB2,PTPRC"
GO Process,GO:0070228,Regulation of lymphocyte apoptotic process,6,64,1.27,1.12,4.73E-05,"9606.ENSP00000009530,9606.ENSP00000266557,9606.ENSP00000306157,9606.ENSP00000361021,9606.ENSP00000428924,9606.ENSP00000483570","CD74,CD27,IL7R,PTEN,LYN,BTK"
GO Process,GO:0045589,Regulation of regulatory T cell differentiation,5,34,1.46,1.17,4.83E-05,"9606.ENSP00000221930,9606.ENSP00000229135,9606.ENSP00000245414,9606.ENSP00000375629,9606.ENSP00000497102","TGFB1,IFNG,IRF1,LILRB2,CTLA4"
GO Process,GO:0043254,Regulation of protein-containing complex assembly,12,413,0.76,0.85,5.02E-05,"9606.ENSP00000219150,9606.ENSP00000221930,9606.ENSP00000229135,9606.ENSP00000234313,9606.ENSP00000246657,9606.ENSP00000278616,9606.ENSP00000320176,9606.ENSP00000363089,9606.ENSP00000364898,9606.ENSP00000365012,9606.ENSP00000398698,9606.ENSP00000498321","CORO1A,TGFB1,IFNG,PLEK,CCR7,ATM,HCLS1,TLR4,SYK,HCK,TNF,MYD88"
GO Process,GO:0050854,Regulation of antigen receptor-mediated signaling pathway,6,65,1.26,1.11,5.02E-05,"9606.ENSP00000246657,9606.ENSP00000294507,9606.ENSP00000391592,9606.ENSP00000411355,9606.ENSP00000428924,9606.ENSP00000477713","CCR7,LAPTM5,PTPN6,PTPRC,LYN,LCK"
GO Process,GO:0072678,T cell migration,5,35,1.45,1.16,5.41E-05,"9606.ENSP00000219150,9606.ENSP00000264832,9606.ENSP00000264972,9606.ENSP00000292301,9606.ENSP00000305651","CORO1A,ICAM1,ZAP70,CCR2,CXCL10"
GO Process,GO:0044089,Positive regulation of cellular component biogenesis,13,500,0.71,0.8,5.82E-05,"9606.ENSP00000221930,9606.ENSP00000229135,9606.ENSP00000234313,9606.ENSP00000246657,9606.ENSP00000249071,9606.ENSP00000265748,9606.ENSP00000278616,9606.ENSP00000352516,9606.ENSP00000363089,9606.ENSP00000364898,9606.ENSP00000365012,9606.ENSP00000398698,9606.ENSP00000498321","TGFB1,IFNG,PLEK,CCR7,RAC2,ANLN,ATM,DNMT1,TLR4,SYK,HCK,TNF,MYD88"
GO Process,GO:1901224,Positive regulation of NIK/NF-kappaB signaling,6,67,1.25,1.09,5.82E-05,"9606.ENSP00000260010,9606.ENSP00000266557,9606.ENSP00000294507,9606.ENSP00000332049,9606.ENSP00000363089,9606.ENSP00000398698","TLR2,CD27,LAPTM5,CD86,TLR4,TNF"
GO Process,GO:0007155,Cell adhesion,18,965,0.57,0.7,5.84E-05,"9606.ENSP00000011653,9606.ENSP00000219150,9606.ENSP00000234313,9606.ENSP00000249071,9606.ENSP00000264832,9606.ENSP00000264972,9606.ENSP00000358490,9606.ENSP00000360250,9606.ENSP00000364898,9606.ENSP00000365012,9606.ENSP00000375629,9606.ENSP00000380948,9606.ENSP00000391592,9606.ENSP00000398632,9606.ENSP00000398698,9606.ENSP00000411355,9606.ENSP00000496959,9606.ENSP00000498227","CD4,CORO1A,PLEK,RAC2,ICAM1,ZAP70,CD2,ENTPD1,SYK,HCK,LILRB2,ITGB2,PTPN6,CD44,TNF,PTPRC,ITGAM,SELL"
GO Process,GO:0032743,Positive regulation of interleukin-2 production,5,36,1.44,1.14,6.01E-05,"9606.ENSP00000011653,9606.ENSP00000292301,9606.ENSP00000332049,9606.ENSP00000370343,9606.ENSP00000411355","CD4,CCR2,CD86,IRF4,PTPRC"
GO Process,GO:0007249,I-kappaB kinase/NF-kappaB signaling,6,68,1.24,1.08,6.22E-05,"9606.ENSP00000260010,9606.ENSP00000312082,9606.ENSP00000363089,9606.ENSP00000398698,9606.ENSP00000483570,9606.ENSP00000498321","TLR2,TLR8,TLR4,TNF,BTK,MYD88"
GO Process,GO:0097028,Dendritic cell differentiation,5,38,1.41,1.12,7.45E-05,"9606.ENSP00000221930,9606.ENSP00000246657,9606.ENSP00000268638,9606.ENSP00000370343,9606.ENSP00000428924","TGFB1,CCR7,IRF8,IRF4,LYN"
GO Process,GO:0097191,Extrinsic apoptotic signaling pathway,7,113,1.09,1,7.65E-05,"9606.ENSP00000221930,9606.ENSP00000229135,9606.ENSP00000266557,9606.ENSP00000356694,9606.ENSP00000371067,9606.ENSP00000398698,9606.ENSP00000411355","TGFB1,IFNG,CD27,FASLG,JAK2,TNF,PTPRC"
GO Process,GO:0042098,T cell proliferation,6,72,1.22,1.05,8.21E-05,"9606.ENSP00000219150,9606.ENSP00000221930,9606.ENSP00000361021,9606.ENSP00000391592,9606.ENSP00000411355,9606.ENSP00000429283","CORO1A,TGFB1,PTEN,PTPN6,PTPRC,DOCK2"
GO Process,GO:0034121,Regulation of toll-like receptor signaling pathway,6,73,1.21,1.04,8.81E-05,"9606.ENSP00000245414,9606.ENSP00000260010,9606.ENSP00000370343,9606.ENSP00000380697,9606.ENSP00000403701,9606.ENSP00000428924","IRF1,TLR2,IRF4,IRF7,ARRB2,LYN"
GO Process,GO:0050920,Regulation of chemotaxis,9,227,0.89,0.89,9.22E-05,"9606.ENSP00000009530,9606.ENSP00000221930,9606.ENSP00000246657,9606.ENSP00000249071,9606.ENSP00000286301,9606.ENSP00000292301,9606.ENSP00000305651,9606.ENSP00000386884,9606.ENSP00000428924","CD74,TGFB1,CCR7,RAC2,CSF1R,CCR2,CXCL10,CXCR4,LYN"
GO Process,GO:0050766,Positive regulation of phagocytosis,6,75,1.2,1.02,1.00E-04,"9606.ENSP00000229135,9606.ENSP00000289902,9606.ENSP00000398698,9606.ENSP00000411355,9606.ENSP00000429283,9606.ENSP00000483570","IFNG,FCER1G,TNF,PTPRC,DOCK2,BTK"
GO Process,GO:0071677,Positive regulation of mononuclear cell migration,6,75,1.2,1.02,1.00E-04,"9606.ENSP00000219150,9606.ENSP00000221930,9606.ENSP00000246657,9606.ENSP00000292301,9606.ENSP00000305651,9606.ENSP00000398698","CORO1A,TGFB1,CCR7,CCR2,CXCL10,TNF"
GO Process,GO:0002891,Positive regulation of immunoglobulin mediated immune response,5,42,1.37,1.06,1.10E-04,"9606.ENSP00000221930,9606.ENSP00000361359,9606.ENSP00000398698,9606.ENSP00000411355,9606.ENSP00000483570","TGFB1,CD40,TNF,PTPRC,BTK"
GO Process,GO:0031295,T cell costimulation,5,42,1.37,1.06,1.10E-04,"9606.ENSP00000332049,9606.ENSP00000391592,9606.ENSP00000428924,9606.ENSP00000472929,9606.ENSP00000477713","CD86,PTPN6,LYN,VAV1,LCK"
GO Process,GO:0002407,Dendritic cell chemotaxis,4,18,1.64,1.11,1.20E-04,"9606.ENSP00000246657,9606.ENSP00000292301,9606.ENSP00000292303,9606.ENSP00000386884","CCR7,CCR2,CCR5,CXCR4"
GO Process,GO:0032695,Negative regulation of interleukin-12 production,4,18,1.64,1.11,1.20E-04,"9606.ENSP00000226574,9606.ENSP00000246657,9606.ENSP00000312082,9606.ENSP00000403701","NFKB1,CCR7,TLR8,ARRB2"
GO Process,GO:0045123,Cellular extravasation,5,43,1.36,1.05,1.20E-04,"9606.ENSP00000264832,9606.ENSP00000292301,9606.ENSP00000380948,9606.ENSP00000398698,9606.ENSP00000498227","ICAM1,CCR2,ITGB2,TNF,SELL"
GO Process,GO:0045429,Positive regulation of nitric oxide biosynthetic process,5,43,1.36,1.05,1.20E-04,"9606.ENSP00000229135,9606.ENSP00000363089,9606.ENSP00000371067,9606.ENSP00000380948,9606.ENSP00000398698","IFNG,TLR4,JAK2,ITGB2,TNF"
GO Process,GO:0072676,Lymphocyte migration,6,80,1.17,0.98,1.40E-04,"9606.ENSP00000219150,9606.ENSP00000246657,9606.ENSP00000264832,9606.ENSP00000264972,9606.ENSP00000292301,9606.ENSP00000305651","CORO1A,CCR7,ICAM1,ZAP70,CCR2,CXCL10"
GO Process,GO:0002720,Positive regulation of cytokine production involved in immune response,6,81,1.16,0.97,1.50E-04,"9606.ENSP00000009530,9606.ENSP00000294507,9606.ENSP00000363089,9606.ENSP00000364898,9606.ENSP00000379873,9606.ENSP00000498321","CD74,LAPTM5,TLR4,SYK,HLA-A,MYD88"
GO Process,GO:0030890,Positive regulation of B cell proliferation,5,45,1.34,1.02,1.50E-04,"9606.ENSP00000009530,9606.ENSP00000361359,9606.ENSP00000363089,9606.ENSP00000411355,9606.ENSP00000483570","CD74,CD40,TLR4,PTPRC,BTK"
GO Process,GO:0002688,Regulation of leukocyte chemotaxis,7,128,1.03,0.91,1.60E-04,"9606.ENSP00000009530,9606.ENSP00000246657,9606.ENSP00000249071,9606.ENSP00000286301,9606.ENSP00000292301,9606.ENSP00000305651,9606.ENSP00000428924","CD74,CCR7,RAC2,CSF1R,CCR2,CXCL10,LYN"
GO Process,GO:0043280,Positive regulation of cysteine-type endopeptidase activity involved in apoptotic process,7,129,1.03,0.91,1.60E-04,"9606.ENSP00000294507,9606.ENSP00000356694,9606.ENSP00000364898,9606.ENSP00000371067,9606.ENSP00000398698,9606.ENSP00000433138,9606.ENSP00000477713","LAPTM5,FASLG,SYK,JAK2,TNF,CASP1,LCK"
GO Process,GO:0070098,Chemokine-mediated signaling pathway,6,82,1.16,0.96,1.60E-04,"9606.ENSP00000246657,9606.ENSP00000292301,9606.ENSP00000292303,9606.ENSP00000305651,9606.ENSP00000386884,9606.ENSP00000428924","CCR7,CCR2,CCR5,CXCL10,CXCR4,LYN"
GO Process,GO:0006919,Activation of cysteine-type endopeptidase activity involved in apoptotic process,6,84,1.15,0.95,1.70E-04,"9606.ENSP00000294507,9606.ENSP00000356694,9606.ENSP00000371067,9606.ENSP00000398698,9606.ENSP00000433138,9606.ENSP00000477713","LAPTM5,FASLG,JAK2,TNF,CASP1,LCK"
GO Process,GO:0010921,Regulation of phosphatase activity,6,84,1.15,0.95,1.70E-04,"9606.ENSP00000229135,9606.ENSP00000234313,9606.ENSP00000312999,9606.ENSP00000371067,9606.ENSP00000398698,9606.ENSP00000411355","IFNG,PLEK,GNAI2,JAK2,TNF,PTPRC"
GO Process,GO:0098543,Detection of other organism,4,20,1.6,1.06,1.70E-04,"9606.ENSP00000260010,9606.ENSP00000363089,9606.ENSP00000379873,9606.ENSP00000399168","TLR2,TLR4,HLA-A,HLA-B"
GO Process,GO:0098586,Cellular response to virus,6,87,1.13,0.93,2.10E-04,"9606.ENSP00000221930,9606.ENSP00000226574,9606.ENSP00000229135,9606.ENSP00000305651,9606.ENSP00000371067,9606.ENSP00000380697","TGFB1,NFKB1,IFNG,CXCL10,JAK2,IRF7"
GO Process,GO:0010959,Regulation of metal ion transport,11,405,0.73,0.74,2.20E-04,"9606.ENSP00000011653,9606.ENSP00000219150,9606.ENSP00000221930,9606.ENSP00000229135,9606.ENSP00000305651,9606.ENSP00000312999,9606.ENSP00000375629,9606.ENSP00000386884,9606.ENSP00000391592,9606.ENSP00000403701,9606.ENSP00000428924","CD4,CORO1A,TGFB1,IFNG,CXCL10,GNAI2,LILRB2,CXCR4,PTPN6,ARRB2,LYN"
GO Process,GO:0044403,Biological process involved in symbiotic interaction,9,257,0.84,0.8,2.20E-04,"9606.ENSP00000011653,9606.ENSP00000264832,9606.ENSP00000286301,9606.ENSP00000292303,9606.ENSP00000332049,9606.ENSP00000371067,9606.ENSP00000378699,9606.ENSP00000386884,9606.ENSP00000498321","CD4,ICAM1,CSF1R,CCR5,CD86,JAK2,CDK1,CXCR4,MYD88"
GO Process,GO:2000117,Negative regulation of cysteine-type endopeptidase activity,6,88,1.13,0.92,2.20E-04,"9606.ENSP00000266557,9606.ENSP00000301633,9606.ENSP00000357113,9606.ENSP00000398632,9606.ENSP00000398698,9606.ENSP00000403701","CD27,BIRC5,IFI16,CD44,TNF,ARRB2"
GO Process,GO:0045055,Regulated exocytosis,7,138,1,0.87,2.40E-04,"9606.ENSP00000219150,9606.ENSP00000234313,9606.ENSP00000356946,9606.ENSP00000364898,9606.ENSP00000365012,9606.ENSP00000428924,9606.ENSP00000483570","CORO1A,PLEK,FCGR3A,SYK,HCK,LYN,BTK"
GO Process,GO:0097529,Myeloid leukocyte migration,7,138,1,0.87,2.40E-04,"9606.ENSP00000246657,9606.ENSP00000289902,9606.ENSP00000292301,9606.ENSP00000305651,9606.ENSP00000364898,9606.ENSP00000380948,9606.ENSP00000472929","CCR7,FCER1G,CCR2,CXCL10,SYK,ITGB2,VAV1"
GO Process,GO:0001776,Leukocyte homeostasis,6,90,1.12,0.91,2.50E-04,"9606.ENSP00000219150,9606.ENSP00000221930,9606.ENSP00000306157,9606.ENSP00000311032,9606.ENSP00000428924,9606.ENSP00000483570","CORO1A,TGFB1,IL7R,CASP3,LYN,BTK"
GO Process,GO:0006968,Cellular defense response,5,51,1.29,0.96,2.50E-04,"9606.ENSP00000262629,9606.ENSP00000292301,9606.ENSP00000292303,9606.ENSP00000357123,9606.ENSP00000375629","TYROBP,CCR2,CCR5,MNDA,LILRB2"
GO Process,GO:0007259,Receptor signaling pathway via JAK-STAT,5,51,1.29,0.96,2.50E-04,"9606.ENSP00000229135,9606.ENSP00000292301,9606.ENSP00000341208,9606.ENSP00000354394,9606.ENSP00000371067","IFNG,CCR2,STAT5A,STAT1,JAK2"
GO Process,GO:0035458,Cellular response to interferon-beta,4,23,1.53,1,2.60E-04,"9606.ENSP00000245414,9606.ENSP00000354394,9606.ENSP00000357113,9606.ENSP00000357123","IRF1,STAT1,IFI16,MNDA"
GO Process,GO:0031580,Membrane raft distribution,3,6,1.99,1.05,2.70E-04,"9606.ENSP00000358490,9606.ENSP00000411355,9606.ENSP00000429283","CD2,PTPRC,DOCK2"
GO Process,GO:0051209,Release of sequestered calcium ion into cytosol,5,52,1.28,0.95,2.70E-04,"9606.ENSP00000246657,9606.ENSP00000292303,9606.ENSP00000356694,9606.ENSP00000411355,9606.ENSP00000477713","CCR7,CCR5,FASLG,PTPRC,LCK"
GO Process,GO:0042100,B cell proliferation,5,53,1.27,0.94,2.90E-04,"9606.ENSP00000306157,9606.ENSP00000361021,9606.ENSP00000361359,9606.ENSP00000363089,9606.ENSP00000411355","IL7R,PTEN,CD40,TLR4,PTPRC"
GO Process,GO:0046330,Positive regulation of JNK cascade,6,96,1.09,0.87,3.40E-04,"9606.ENSP00000246657,9606.ENSP00000266557,9606.ENSP00000363089,9606.ENSP00000376500,9606.ENSP00000398698,9606.ENSP00000498321","CCR7,CD27,TLR4,TRAF3,TNF,MYD88"
GO Process,GO:0002690,Positive regulation of leukocyte chemotaxis,6,99,1.08,0.86,3.80E-04,"9606.ENSP00000009530,9606.ENSP00000246657,9606.ENSP00000249071,9606.ENSP00000286301,9606.ENSP00000292301,9606.ENSP00000305651","CD74,CCR7,RAC2,CSF1R,CCR2,CXCL10"
GO Process,GO:0032753,Positive regulation of interleukin-4 production,4,27,1.47,0.94,4.30E-04,"9606.ENSP00000289902,9606.ENSP00000332049,9606.ENSP00000364898,9606.ENSP00000370343","FCER1G,CD86,SYK,IRF4"
GO Process,GO:0042832,Defense response to protozoan,4,27,1.47,0.94,4.30E-04,"9606.ENSP00000268638,9606.ENSP00000361359,9606.ENSP00000370343,9606.ENSP00000498321","IRF8,CD40,IRF4,MYD88"
GO Process,GO:0032740,Positive regulation of interleukin-17 production,4,28,1.45,0.92,4.80E-04,"9606.ENSP00000221930,9606.ENSP00000371067,9606.ENSP00000483570,9606.ENSP00000498321","TGFB1,JAK2,BTK,MYD88"
GO Process,GO:0002260,Lymphocyte homeostasis,5,64,1.19,0.84,6.20E-04,"9606.ENSP00000219150,9606.ENSP00000221930,9606.ENSP00000306157,9606.ENSP00000311032,9606.ENSP00000428924","CORO1A,TGFB1,IL7R,CASP3,LYN"
GO Process,GO:0030101,Natural killer cell activation,5,65,1.18,0.83,6.50E-04,"9606.ENSP00000219150,9606.ENSP00000356946,9606.ENSP00000358490,9606.ENSP00000380948,9606.ENSP00000411355","CORO1A,FCGR3A,CD2,ITGB2,PTPRC"
GO Process,GO:0002456,T cell mediated immunity,4,33,1.38,0.85,8.20E-04,"9606.ENSP00000264832,9606.ENSP00000306157,9606.ENSP00000379873,9606.ENSP00000386559","ICAM1,IL7R,HLA-A,CD8A"
GO Process,GO:0002758,Innate immune response-activating signal transduction,4,33,1.38,0.85,8.20E-04,"9606.ENSP00000262629,9606.ENSP00000364898,9606.ENSP00000365012,9606.ENSP00000428924","TYROBP,SYK,HCK,LYN"
GO Process,GO:0071356,Cellular response to tumor necrosis factor,7,175,0.9,0.72,8.80E-04,"9606.ENSP00000226574,9606.ENSP00000354394,9606.ENSP00000361359,9606.ENSP00000371067,9606.ENSP00000376500,9606.ENSP00000398698,9606.ENSP00000418960","NFKB1,STAT1,CD40,JAK2,TRAF3,TNF,BRCA1"
GO Process,GO:0046637,Regulation of alpha-beta T cell differentiation,5,71,1.14,0.79,0.00093,"9606.ENSP00000229135,9606.ENSP00000264972,9606.ENSP00000332049,9606.ENSP00000364898,9606.ENSP00000370343","IFNG,ZAP70,CD86,SYK,IRF4"
GO Process,GO:0061043,Regulation of vascular wound healing,3,11,1.73,0.87,9.80E-04,"9606.ENSP00000216037,9606.ENSP00000386884,9606.ENSP00000398698","XBP1,CXCR4,TNF"
GO Process,GO:0010922,Positive regulation of phosphatase activity,4,36,1.34,0.81,0.0011,"9606.ENSP00000229135,9606.ENSP00000234313,9606.ENSP00000371067,9606.ENSP00000411355","IFNG,PLEK,JAK2,PTPRC"
GO Process,GO:0034113,Heterotypic cell-cell adhesion,4,36,1.34,0.81,0.0011,"9606.ENSP00000358490,9606.ENSP00000375629,9606.ENSP00000380948,9606.ENSP00000411355","CD2,LILRB2,ITGB2,PTPRC"
GO Process,GO:0001914,Regulation of T cell mediated cytotoxicity,4,39,1.31,0.78,0.0014,"9606.ENSP00000306157,9606.ENSP00000379873,9606.ENSP00000399168,9606.ENSP00000411355","IL7R,HLA-A,HLA-B,PTPRC"
GO Process,GO:0002863,Positive regulation of inflammatory response to antigenic stimulus,3,13,1.66,0.82,0.0014,"9606.ENSP00000246657,9606.ENSP00000398698,9606.ENSP00000483570","CCR7,TNF,BTK"
GO Process,GO:0030183,B cell differentiation,6,129,0.96,0.7,0.0014,"9606.ENSP00000268638,9606.ENSP00000278616,9606.ENSP00000320147,9606.ENSP00000364898,9606.ENSP00000411355,9606.ENSP00000483570","IRF8,ATM,EZH2,SYK,PTPRC,BTK"
GO Process,GO:0014068,Positive regulation of phosphatidylinositol 3-kinase signaling,5,79,1.1,0.73,0.0015,"9606.ENSP00000320176,9606.ENSP00000363117,9606.ENSP00000371067,9606.ENSP00000391592,9606.ENSP00000398698","HCLS1,FGR,JAK2,PTPN6,TNF"
GO Process,GO:0030593,Neutrophil chemotaxis,5,80,1.09,0.73,0.0015,"9606.ENSP00000289902,9606.ENSP00000305651,9606.ENSP00000364898,9606.ENSP00000380948,9606.ENSP00000472929","FCER1G,CXCL10,SYK,ITGB2,VAV1"
GO Process,GO:0032733,Positive regulation of interleukin-10 production,4,40,1.29,0.77,0.0015,"9606.ENSP00000260010,9606.ENSP00000363089,9606.ENSP00000364898,9606.ENSP00000370343","TLR2,TLR4,SYK,IRF4"
GO Process,GO:0050848,Regulation of calcium-mediated signaling,5,83,1.07,0.71,0.0018,"9606.ENSP00000011653,9606.ENSP00000234313,9606.ENSP00000264972,9606.ENSP00000364898,9606.ENSP00000398698","CD4,PLEK,ZAP70,SYK,TNF"
GO Process,GO:0050850,Positive regulation of calcium-mediated signaling,4,42,1.27,0.75,0.0018,"9606.ENSP00000011653,9606.ENSP00000264972,9606.ENSP00000364898,9606.ENSP00000398698","CD4,ZAP70,SYK,TNF"
GO Process,GO:0002709,Regulation of T cell mediated immunity,5,86,1.06,0.69,0.0021,"9606.ENSP00000292301,9606.ENSP00000306157,9606.ENSP00000379873,9606.ENSP00000399168,9606.ENSP00000411355","CCR2,IL7R,HLA-A,HLA-B,PTPRC"
GO Process,GO:0050856,Regulation of T cell receptor signaling pathway,4,45,1.24,0.72,0.0023,"9606.ENSP00000246657,9606.ENSP00000294507,9606.ENSP00000391592,9606.ENSP00000477713","CCR7,LAPTM5,PTPN6,LCK"
GO Process,GO:0002920,Regulation of humoral immune response,4,46,1.23,0.71,0.0024,"9606.ENSP00000246657,9606.ENSP00000391592,9606.ENSP00000398698,9606.ENSP00000411355","CCR7,PTPN6,TNF,PTPRC"
GO Process,GO:0032814,Regulation of natural killer cell activation,4,46,1.23,0.71,0.0024,"9606.ENSP00000262629,9606.ENSP00000356946,9606.ENSP00000363117,9606.ENSP00000371067","TYROBP,FCGR3A,FGR,JAK2"
GO Process,GO:0042269,Regulation of natural killer cell mediated cytotoxicity,4,47,1.22,0.7,0.0026,"9606.ENSP00000379873,9606.ENSP00000399168,9606.ENSP00000403701,9606.ENSP00000472929","HLA-A,HLA-B,ARRB2,VAV1"
GO Process,GO:0046629,Gamma-delta T cell activation,3,17,1.54,0.73,0.0027,"9606.ENSP00000354782,9606.ENSP00000364898,9606.ENSP00000411355","CD247,SYK,PTPRC"
GO Process,GO:0060557,Positive regulation of vitamin D biosynthetic process,2,2,2.29,0.75,0.003,"9606.ENSP00000229135,9606.ENSP00000398698","IFNG,TNF"
GO Process,GO:2000473,Positive regulation of hematopoietic stem cell migration,2,2,2.29,0.75,0.003,"9606.ENSP00000292301,9606.ENSP00000411355","CCR2,PTPRC"
GO Process,GO:0046638,Positive regulation of alpha-beta T cell differentiation,4,51,1.19,0.67,0.0034,"9606.ENSP00000229135,9606.ENSP00000264972,9606.ENSP00000332049,9606.ENSP00000364898","IFNG,ZAP70,CD86,SYK"
GO Process,GO:0045953,Negative regulation of natural killer cell mediated cytotoxicity,3,19,1.49,0.7,0.0035,"9606.ENSP00000379873,9606.ENSP00000399168,9606.ENSP00000403701","HLA-A,HLA-B,ARRB2"
GO Process,GO:0071622,Regulation of granulocyte chemotaxis,4,52,1.18,0.66,0.0036,"9606.ENSP00000009530,9606.ENSP00000246657,9606.ENSP00000249071,9606.ENSP00000286301","CD74,CCR7,RAC2,CSF1R"
GO Process,GO:0016525,Negative regulation of angiogenesis,5,103,0.98,0.61,0.0042,"9606.ENSP00000292301,9606.ENSP00000305651,9606.ENSP00000354394,9606.ENSP00000356694,9606.ENSP00000398698","CCR2,CXCL10,STAT1,FASLG,TNF"
GO Process,GO:0002577,Regulation of antigen processing and presentation,3,21,1.45,0.67,0.0045,"9606.ENSP00000009530,9606.ENSP00000246657,9606.ENSP00000375629","CD74,CCR7,LILRB2"
GO Process,GO:0033209,Tumor necrosis factor-mediated signaling pathway,4,56,1.15,0.63,0.0045,"9606.ENSP00000354394,9606.ENSP00000371067,9606.ENSP00000376500,9606.ENSP00000398698","STAT1,JAK2,TRAF3,TNF"
GO Process,GO:0060559,Positive regulation of calcidiol 1-monooxygenase activity,2,3,2.12,0.69,0.0047,"9606.ENSP00000229135,9606.ENSP00000398698","IFNG,TNF"
GO Process,GO:1901647,Positive regulation of synoviocyte proliferation,2,3,2.12,0.69,0.0047,"9606.ENSP00000398698,9606.ENSP00000483570","TNF,BTK"
GO Process,GO:0002223,Stimulatory C-type lectin receptor signaling pathway,3,22,1.43,0.65,0.0049,"9606.ENSP00000262629,9606.ENSP00000364898,9606.ENSP00000428924","TYROBP,SYK,LYN"
GO Process,GO:0002922,Positive regulation of humoral immune response,3,22,1.43,0.65,0.0049,"9606.ENSP00000246657,9606.ENSP00000398698,9606.ENSP00000411355","CCR7,TNF,PTPRC"
GO Process,GO:0045591,Positive regulation of regulatory T cell differentiation,3,23,1.41,0.64,0.0054,"9606.ENSP00000221930,9606.ENSP00000229135,9606.ENSP00000375629","TGFB1,IFNG,LILRB2"
